,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
440,1728497.0,20200000000000.0,100800,95,3,8,37.78785,-122.4319,8,3.0,4.0,4.0,1342.0,7,30,2.0,7.0,4.0,1125.0,6.0,1094.6,2,13,22,116,11,4,0,4.73,4.91,4.64,4.91,5.0,5.0,4.73,2,2,0,0,0.13
448,2620499.0,20200000000000.0,3010591,86,4,5,37.76182,-122.40388,6,2.0,3.0,3.0,274.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,247,3,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.16
454,2683857.0,20200000000000.0,224012,67,1,1,37.77577,-122.49306,6,2.0,3.0,5.0,235.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,5,5,5,8,40,3,0,4.82,4.92,4.87,4.95,4.97,4.77,4.79,1,1,0,0,0.38
461,1767543.0,20200000000000.0,9286454,100,1,1,37.77985,-122.44126,6,2.0,2.0,3.0,200.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,20,50,229,215,2,0,4.69,4.75,4.64,4.87,4.88,4.66,4.61,1,1,0,0,1.93
464,1774026.0,20200000000000.0,7197110,72,4,9,37.75759,-122.42569,6,2.0,4.0,6.0,409.0,4,1125,3.0,5.0,1125.0,1125.0,4.1,1125.0,10,28,48,121,149,18,0,4.71,4.61,4.56,4.95,4.98,4.94,4.66,4,2,2,0,1.3
465,2154122.0,20200000000000.0,10992775,86,1,4,37.73623,-122.45516,6,2.0,3.0,3.0,483.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,29,59,89,364,26,3,0,4.96,4.8,4.96,5.0,4.92,4.88,4.76,1,1,0,0,0.24
467,1785463.0,20200000000000.0,5565510,79,5,14,37.73545,-122.46474,1,3.0,1.0,1.0,41.0,5,31,5.0,5.0,31.0,31.0,5.0,31.0,18,48,78,353,216,0,0,4.72,4.82,4.83,4.79,4.83,4.77,4.69,5,0,5,0,1.89
470,2739477.0,20200000000000.0,1783772,96,4,5,37.7563,-122.43416,6,2.0,3.0,3.0,450.0,3,29,1.0,7.0,1125.0,1125.0,3.1,1125.0,4,9,28,162,245,41,3,4.89,4.95,4.77,4.9,4.92,4.95,4.77,1,1,0,0,2.29
471,2172308.0,20200000000000.0,11082476,100,2,2,37.79025,-122.43632,5,2.0,3.0,3.0,483.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,20,41,289,201,42,0,4.85,4.82,4.78,4.95,4.98,4.98,4.68,1,1,0,0,1.84
484,2182851.0,20200000000000.0,10135,99,4,8,37.76605,-122.41669,2,2.0,1.0,1.0,98.0,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,48,77,77,309,18,1,4.74,4.83,4.83,4.86,4.92,4.26,4.6,4,0,4,0,2.79
489,1851403.0,20200000000000.0,237691,50,3,4,37.79824,-122.43483,4,2.0,2.0,2.0,205.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,16,16,258,7,0,0,4.83,4.83,4.83,4.83,5.0,4.83,4.67,3,2,1,0,0.06
494,2188919.0,20200000000000.0,10135,99,4,8,37.7675,-122.41514,2,2.0,1.0,1.0,94.0,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,20,50,79,79,238,8,0,4.73,4.85,4.81,4.93,4.96,4.45,4.69,4,0,4,0,2.15
500,1857226.0,20200000000000.0,5480373,50,1,1,37.73536,-122.43907,8,3.0,3.0,5.0,550.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,0,1,1,45,67,3,0,4.7,4.78,4.6,4.94,4.99,4.7,4.61,1,1,0,0,0.63
502,2188976.0,20200000000000.0,10135,99,4,8,37.76458,-122.41571,2,2.0,1.0,1.0,100.0,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,47,76,76,269,10,2,4.7,4.85,4.83,4.9,4.89,4.34,4.57,4,0,4,0,2.43
503,1864390.0,20200000000000.0,9686057,100,1,1,37.7757,-122.42966,4,2.0,2.0,2.0,142.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,4,18,222,153,4,0,4.8,4.78,4.62,4.94,4.9,4.73,4.67,1,1,0,0,1.35
505,1868880.0,20200000000000.0,1775917,100,1,1,37.79082,-122.43561,6,3.0,4.0,4.0,995.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,6,14,14,93,89,2,0,4.92,4.88,4.96,4.93,4.89,4.96,4.8,1,1,0,0,0.79
512,2980416.0,20200000000000.0,4191595,89,5,6,37.73281,-122.42668,1,2.0,1.0,1.0,41.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,5,19,151,22,4,0,5.0,4.95,4.73,4.9,4.95,4.95,5.0,5,0,5,0,0.21
513,2980482.0,20200000000000.0,4191595,89,5,6,37.73559,-122.42482,1,2.0,1.0,1.0,32.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,0,28,233,26,2,0,4.6,4.72,4.72,4.92,4.8,4.68,4.6,5,0,5,0,0.25
514,2198399.0,20200000000000.0,10135,99,4,8,37.76538,-122.41461,2,2.0,1.0,1.0,95.0,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,54,83,83,297,19,2,4.72,4.83,4.83,4.88,4.92,4.39,4.62,4,0,4,0,2.69
520,1907229.0,20200000000000.0,2345833,100,1,2,37.78645,-122.43827,6,2.0,3.0,3.0,686.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,12,32,57,172,214,17,1,4.8,4.81,4.82,4.91,4.91,4.83,4.52,1,1,0,0,1.89
529,3081324.0,20200000000000.0,15679486,100,2,3,37.73389,-122.4324,10,2.0,3.0,4.0,355.0,3,28,3.0,5.0,1125.0,1125.0,3.7,1125.0,14,35,59,315,194,26,2,4.75,4.74,4.65,4.81,4.88,4.47,4.54,1,1,0,0,1.83
543,3465396.0,20200000000000.0,17459345,100,1,5,37.76307,-122.39585,1,2.0,1.0,1.0,120.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,26,0,0,4.81,4.92,4.81,4.84,4.73,4.96,4.84,1,0,1,0,0.29
549,2254431.0,20200000000000.0,11512680,98,2,2,37.77641,-122.50991,8,3.0,4.0,4.0,535.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,7,7,77,50,5,0,4.9,4.9,4.66,4.86,4.78,4.8,4.66,2,1,1,0,0.46
555,3520817.0,20200000000000.0,13754306,0,1,1,37.75651,-122.42785,6,3.0,3.0,3.0,864.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,54,84,359,40,0,0,4.85,4.85,4.9,4.97,4.95,4.95,4.77,1,1,0,0,0.38
564,3157463.0,20200000000000.0,3924145,17,1,1,37.78661,-122.48157,4,2.0,2.0,2.0,450.0,7,28,7.0,7.0,28.0,28.0,7.0,28.0,1,2,7,269,22,0,0,4.95,4.91,4.91,5.0,4.95,4.91,4.86,1,1,0,0,0.21
565,3571735.0,20200000000000.0,4191595,89,5,6,37.73647,-122.42494,1,2.0,1.0,1.0,41.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,13,43,245,27,4,0,4.56,4.7,4.44,4.85,4.81,4.74,4.74,5,0,5,0,0.27
569,3175769.0,20200000000000.0,16103943,0,1,1,37.79712,-122.44556,4,2.0,3.0,3.0,375.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,226,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,1,0,0,0.06
571,3176619.0,20200000000000.0,16108021,80,1,2,37.80018,-122.41467,5,2.0,3.0,3.0,850.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,20,46,76,255,23,2,0,4.91,4.94,4.59,5.0,5.0,5.0,4.47,1,1,0,0,0.25
572,3183280.0,20200000000000.0,16139391,100,1,1,37.77829,-122.39674,4,2.0,1.0,2.0,350.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,5,34,34,44,5,0,4.95,4.98,4.98,4.95,4.98,4.88,4.68,1,1,0,0,0.42
578,3201044.0,20200000000000.0,16222607,75,1,1,37.74764,-122.44752,6,2.0,3.0,3.0,513.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,56,86,361,39,4,0,4.89,4.92,4.92,4.95,4.89,4.61,4.5,1,1,0,0,0.37
594,2371573.0,20200000000000.0,8634657,0,1,2,37.79114,-122.44209,9,3.0,4.0,4.0,2000.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,66,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.06
602,3727061.0,20200000000000.0,6334749,0,3,3,37.75321,-122.41688,6,2.0,3.0,3.0,425.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,122,0,0,4.88,4.92,4.97,5.0,4.98,4.74,4.83,3,2,1,0,1.17
605,3265429.0,20200000000000.0,7345454,50,1,1,37.791548,-122.418445,5,2.0,3.0,2.0,800.0,30,365,30.0,180.0,365.0,365.0,110.1,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
607,2455313.0,20200000000000.0,12556651,96,6,12,37.74186,-122.41833,8,2.0,3.0,5.0,336.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,0,0,0,75,0,0,4.81,4.8,4.92,4.92,4.95,4.77,4.61,2,2,0,0,0.69
608,2455325.0,20200000000000.0,331649,66,2,3,37.78525,-122.46641,4,2.0,2.0,2.0,175.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,192,0,0,4.82,4.9,4.82,4.93,4.93,4.76,4.66,2,2,0,0,1.75
614,3325856.0,20200000000000.0,16791496,97,3,5,37.75975,-122.4272,4,2.0,2.0,2.0,313.0,4,300,4.0,4.0,300.0,300.0,4.0,300.0,9,15,27,27,12,2,0,4.91,4.91,5.0,4.36,4.82,4.82,4.73,2,1,1,0,0.11
621,3761446.0,20200000000000.0,8056326,95,2,3,37.7904,-122.41357,12,2.0,3.0,4.0,1168.0,2,999,2.0,4.0,1125.0,1125.0,2.2,1125.0,21,41,71,318,81,11,1,4.95,4.91,4.95,4.9,4.93,4.96,4.78,1,1,0,0,0.87
625,3390866.0,20200000000000.0,4373958,30,2,2,37.75058,-122.4417,2,2.0,1.0,1.0,55.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,34,64,339,6,1,0,4.83,4.67,4.67,4.67,4.67,4.67,4.5,1,0,1,0,0.06
637,2500662.0,20200000000000.0,12798954,85,4,4,37.73865,-122.41431,6,2.0,3.0,6.0,265.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,3,278,4,0,0,4.5,4.25,4.5,4.5,4.5,4.5,4.25,2,2,0,0,0.04
640,2516026.0,20200000000000.0,12678886,100,1,1,37.80299,-122.43843,6,3.0,3.0,4.0,711.0,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,15,25,46,286,61,16,1,4.68,4.76,4.93,4.86,4.8,4.97,4.46,1,1,0,0,0.6
647,3862478.0,20200000000000.0,19935364,86,2,2,37.74439,-122.43164,4,2.0,2.0,3.0,495.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,364,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.01
649,3888294.0,20200000000000.0,6278678,100,1,3,37.74128,-122.42961,5,2.0,2.0,5.0,375.0,5,28,5.0,5.0,28.0,28.0,5.0,28.0,0,0,12,286,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.12
656,3992022.0,20200000000000.0,5565510,79,5,14,37.73372,-122.46382,2,3.0,1.0,1.0,41.0,5,30,5.0,5.0,30.0,30.0,5.0,30.0,24,54,84,359,124,0,0,4.59,4.78,4.89,4.7,4.71,4.71,4.63,5,0,5,0,1.2
658,4358868.0,20200000000000.0,2335941,0,1,1,37.75999,-122.38898,6,2.0,3.0,3.0,550.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,0,0,0,0,18,0,0,5.0,5.0,4.94,4.94,4.94,4.89,4.72,1,1,0,0,0.21
661,2545771.0,20200000000000.0,5739451,100,1,1,37.73418,-122.41104,10,2.0,3.0,4.0,495.0,3,20,3.0,3.0,20.0,20.0,3.0,20.0,0,0,0,0,21,2,0,5.0,4.88,4.88,4.94,5.0,4.82,4.88,1,1,0,0,0.19
665,2571453.0,20200000000000.0,13165755,100,1,1,37.77497,-122.49951,8,3.0,4.0,4.0,400.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,10,27,37,37,29,11,0,4.79,4.97,4.93,4.9,4.97,4.79,4.62,1,1,0,0,0.27
670,4023585.0,20200000000000.0,131802738,0,5,5,37.72046,-122.45773,6,2.0,3.0,3.0,127.0,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,19,19,277,31,0,0,4.55,4.48,4.14,4.9,4.72,4.14,4.21,2,2,0,0,0.3
675,4422501.0,20200000000000.0,12988140,14,2,2,37.78863,-122.42882,8,2.0,3.0,4.0,1450.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,40,58,333,16,1,0,5.0,5.0,4.94,5.0,5.0,4.94,4.81,1,1,0,0,0.16
679,4464347.0,20200000000000.0,22931450,99,4,33,37.79821,-122.40521,1,10.0,1.0,8.0,46.0,1,365,1.0,1.0,1.0,14.0,1.0,8.0,23,52,82,357,680,346,27,4.73,4.78,4.56,4.88,4.87,4.78,4.72,4,0,3,1,6.72
683,4033038.0,20200000000000.0,3442905,99,3,5,37.78518,-122.44405,12,3.0,4.0,5.0,1500.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,23,42,58,197,37,11,0,5.0,4.95,4.81,4.97,4.97,4.95,4.84,3,3,0,0,0.43
685,4477314.0,20200000000000.0,2040336,96,1,5,37.77462,-122.44242,6,2.0,3.0,5.0,320.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,5,8,10,37,40,23,4,4.93,4.98,4.93,4.88,5.0,5.0,4.88,1,1,0,0,0.4
693,4558566.0,20200000000000.0,1937186,43,3,4,37.74922,-122.41233,4,2.0,2.0,2.0,300.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,12,67,11,0,4.78,4.88,4.79,4.97,4.96,4.71,4.77,2,1,1,0,0.67
701,4037590.0,20200000000000.0,20871995,0,1,2,37.79698,-122.4118,5,2.0,3.0,4.0,550.0,30,60,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,89,89,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.02
724,4663132.0,20200000000000.0,10924383,93,2,2,37.74561,-122.43294,8,2.0,3.0,3.0,795.0,4,30,4.0,4.0,30.0,30.0,4.0,30.0,11,36,61,235,22,2,0,4.82,4.68,4.81,5.0,5.0,4.9,4.52,2,2,0,0,0.22
725,4678599.0,20200000000000.0,3092240,100,1,1,37.75114,-122.4377,6,2.0,3.0,4.0,940.0,6,360,6.0,6.0,360.0,360.0,6.0,360.0,0,0,0,0,21,4,0,4.95,5.0,4.86,5.0,5.0,5.0,4.86,1,1,0,0,0.24
733,4760192.0,20200000000000.0,15622225,71,1,3,37.73505,-122.44953,8,3.0,4.0,6.0,249.0,3,21,3.0,3.0,21.0,21.0,3.0,21.0,0,0,0,0,19,8,0,4.74,4.47,4.47,4.84,4.89,4.58,4.58,1,1,0,0,0.19
735,4794816.0,20200000000000.0,204288,90,2,3,37.74029,-122.41982,6,2.0,4.0,4.0,560.0,2,1125,2.0,5.0,1125.0,1125.0,2.1,1125.0,3,13,31,31,39,8,1,4.92,4.77,4.92,4.92,4.97,4.82,4.85,2,1,1,0,0.39
737,4825026.0,20200000000000.0,204288,90,2,3,37.74024,-122.41933,2,2.0,3.0,1.0,64.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,0,0,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.05
742,4879719.0,20200000000000.0,82904,78,1,1,37.73708,-122.43535,6,2.0,3.0,4.0,325.0,3,70,3.0,3.0,70.0,70.0,3.0,70.0,0,0,0,0,6,5,0,4.33,4.5,4.5,4.5,4.5,4.67,4.5,1,1,0,0,0.07
764,4250927.0,20200000000000.0,22058927,55,2,2,37.7499,-122.43774,4,2.0,2.0,4.0,198.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,214,74,2,0,4.99,4.98,4.98,5.0,4.98,4.98,4.94,1,1,0,0,0.72
770,4880988.0,20200000000000.0,878114,0,1,1,37.75892,-122.43691,3,2.0,2.0,2.0,126.0,30,31,30.0,30.0,31.0,31.0,30.0,31.0,0,0,0,0,6,0,0,4.67,4.67,4.67,5.0,5.0,4.83,4.5,1,1,0,0,0.06
782,5136550.0,20200000000000.0,12626403,20,1,1,37.76196,-122.43252,4,2.0,2.0,2.0,271.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,25,54,84,173,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.08
800,5222044.0,20200000000000.0,107595,93,1,5,37.77447,-122.44298,5,2.0,2.0,2.0,291.0,5,30,5.0,5.0,1125.0,1125.0,5.0,1125.0,8,22,22,64,126,20,0,4.87,4.84,4.94,4.9,4.96,4.9,4.78,1,1,0,0,1.3
803,6316753.0,20200000000000.0,22402,87,2,7,37.73119,-122.45014,1,2.0,1.0,1.0,55.0,10,150,10.0,25.0,150.0,150.0,18.6,150.0,18,48,78,167,70,5,0,4.87,4.91,4.6,4.99,4.99,4.79,4.89,2,0,2,0,0.74
809,6335352.0,20200000000000.0,580236,99,2,4,37.75165,-122.44043,6,2.0,3.0,3.0,471.0,2,365,1.0,5.0,365.0,365.0,2.8,365.0,3,15,45,289,167,37,1,4.84,4.87,4.91,4.9,4.91,4.79,4.56,1,1,0,0,1.8
811,5251589.0,20200000000000.0,27114454,71,1,2,37.80339,-122.40855,4,3.0,2.0,2.0,1178.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,19,49,79,311,44,8,0,4.93,4.86,4.89,4.93,5.0,5.0,4.7,1,1,0,0,0.45
814,5272750.0,20200000000000.0,22931450,99,4,33,37.79933,-122.40594,3,10.0,1.0,2.0,106.0,1,365,1.0,1.0,7.0,14.0,1.0,7.4,21,50,80,355,357,144,10,4.72,4.82,4.5,4.91,4.92,4.81,4.68,4,0,3,1,3.67
816,5327231.0,20200000000000.0,306980,100,1,2,37.7879,-122.43821,5,2.0,3.0,3.0,704.0,7,60,7.0,7.0,60.0,60.0,7.0,60.0,1,3,13,242,10,2,0,5.0,5.0,4.9,4.9,5.0,4.9,5.0,1,1,0,0,0.14
821,5433133.0,20200000000000.0,10859576,50,1,3,37.78763,-122.3887,6,2.0,3.0,3.0,290.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,28,58,88,362,23,2,0,4.96,4.96,4.7,4.96,4.87,4.78,4.87,1,1,0,0,0.25
826,5505643.0,20200000000000.0,16968890,0,1,2,37.76614,-122.42709,4,2.0,2.0,2.0,2036.0,30,360,30.0,360.0,360.0,360.0,38.2,360.0,27,54,78,116,61,0,0,4.93,4.93,4.93,4.93,4.93,4.88,4.79,1,1,0,0,0.73
827,5537718.0,20200000000000.0,10665750,100,1,2,37.74077,-122.4187,6,2.0,3.0,3.0,675.0,5,15,5.0,5.0,1125.0,1125.0,5.0,1125.0,12,42,71,71,13,2,0,5.0,5.0,5.0,5.0,5.0,4.92,4.83,1,1,0,0,0.23
829,6376338.0,20200000000000.0,33232844,77,1,1,37.75646,-122.45623,8,3.0,4.0,5.0,525.0,4,23,4.0,4.0,23.0,23.0,4.0,23.0,0,3,3,59,19,7,0,4.95,5.0,4.95,5.0,5.0,4.84,4.95,1,1,0,0,0.34
833,6435497.0,20200000000000.0,930744,100,3,9,37.79908,-122.43774,6,2.0,2.0,2.0,310.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,21,38,115,32,22,0,4.94,5.0,5.0,4.97,4.94,5.0,4.78,3,0,3,0,1.08
834,6448545.0,20200000000000.0,2682061,100,3,7,37.79501,-122.41232,6,2.0,3.0,3.0,365.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,9,39,69,251,33,2,1,4.76,4.79,4.48,4.82,4.88,4.91,4.55,1,1,0,0,0.35
840,6494231.0,20200000000000.0,7474254,18,1,3,37.73672,-122.42238,5,2.0,3.0,6.0,557.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,29,54,320,6,3,0,5.0,5.0,5.0,5.0,4.83,4.67,4.83,1,1,0,0,0.25
845,6885422.0,20200000000000.0,335127,59,1,17,37.75024,-122.42752,5,2.0,3.0,3.0,375.0,3,29,3.0,3.0,29.0,29.0,3.0,29.0,0,2,17,17,43,7,1,4.91,4.83,4.71,4.95,4.98,4.95,4.69,1,1,0,0,0.47
854,5557316.0,20200000000000.0,10103567,88,1,1,37.77831,-122.41228,4,2.0,2.0,2.0,180.0,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,11,41,55,259,22,2,0,5.0,5.0,4.73,4.95,5.0,4.55,4.86,1,1,0,0,0.24
860,5561787.0,20200000000000.0,5565510,79,5,14,37.73519,-122.46446,1,3.0,1.0,1.0,35.0,5,30,5.0,5.0,30.0,30.0,5.0,30.0,14,38,68,343,44,2,0,4.82,4.89,4.93,4.93,4.91,4.86,4.88,5,0,5,0,0.45
867,5581254.0,20200000000000.0,5516215,100,1,1,37.74426,-122.48593,4,2.0,2.0,3.0,164.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,14,26,43,103,208,31,3,4.75,4.84,4.81,4.92,4.93,4.71,4.69,1,1,0,0,2.17
871,6973383.0,20200000000000.0,22402,87,2,7,37.7325,-122.44894,1,2.0,1.0,1.0,55.0,7,70,7.0,30.0,70.0,70.0,12.8,70.0,28,58,87,87,33,14,1,4.91,4.91,4.67,4.97,4.97,4.82,4.82,2,0,2,0,0.38
873,7003729.0,20200000000000.0,819048,0,1,1,37.79696,-122.44491,10,4.0,5.0,1.8129401408450705,1500.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.02
884,6609412.0,20200000000000.0,12922607,100,1,2,37.74929,-122.42732,6,2.0,4.0,5.0,750.0,2,14,2.0,2.0,1125.0,1125.0,2.0,1125.0,5,5,11,18,37,8,0,4.92,4.95,4.84,5.0,5.0,4.97,4.78,1,1,0,0,0.39
885,6627450.0,20200000000000.0,14326861,100,1,3,37.76624,-122.43058,4,2.0,3.0,3.0,235.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,4,34,64,274,31,3,1,4.85,4.82,4.91,4.91,4.82,4.91,4.64,1,1,0,0,0.34
900,6705522.0,20200000000000.0,31224596,99,1,6,37.743069,-122.495781,10,2.0,4.0,6.0,230.0,3,1125,2.0,3.0,1125.0,1125.0,2.9,1125.0,2,13,20,213,174,65,6,4.82,4.82,4.86,4.91,4.92,4.74,4.8,1,1,0,0,1.91
911,5707532.0,20200000000000.0,2799894,100,1,1,37.790451,-122.440582,4,2.0,2.0,2.0,515.0,4,30,1.0,4.0,30.0,30.0,1.2,30.0,10,10,25,25,18,9,0,5.0,4.94,5.0,5.0,4.83,5.0,4.78,1,1,0,0,0.97
914,5882524.0,20200000000000.0,4656636,0,1,2,37.75023,-122.44145,5,2.0,3.0,3.0,420.0,3,25,3.0,3.0,25.0,25.0,3.0,25.0,0,7,24,37,21,0,0,5.0,5.0,5.0,5.0,5.0,4.85,4.9,1,1,0,0,0.27
916,7181655.0,20200000000000.0,37624778,100,2,2,37.76466,-122.43177,12,3.0,4.0,10.0,800.0,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,65,34,5,0,4.82,4.91,4.85,4.91,4.88,4.94,4.59,1,1,0,0,0.37
922,6748645.0,20200000000000.0,3109494,77,1,2,37.75521,-122.43032,4,2.0,3.0,3.0,400.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,1,1,1,126,68,8,1,4.97,4.97,5.0,4.99,4.99,4.96,4.91,1,1,0,0,0.73
928,7226592.0,20200000000000.0,5959211,69,3,5,37.75265,-122.43733,2,2.0,1.0,1.0,295.0,2,4,2.0,2.0,4.0,4.0,2.0,4.0,0,0,0,0,7,0,0,4.86,5.0,5.0,5.0,5.0,4.83,4.83,3,1,2,0,0.08
929,7227910.0,20200000000000.0,32169668,55,2,2,37.79255,-122.4252,6,4.0,4.0,4.0,1150.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,5,10,10,111,32,7,0,4.94,4.97,5.0,4.93,4.91,4.93,4.8,1,1,0,0,0.35
936,6836928.0,20200000000000.0,4486349,0,1,1,37.77622,-122.40601,6,2.0,3.0,3.0,1000.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,30,60,90,364,18,0,0,4.72,4.83,4.89,4.89,5.0,4.5,4.5,1,1,0,0,0.19
943,7343245.0,20200000000000.0,5694640,100,1,1,37.78842,-122.4409,8,2.0,4.0,4.0,914.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,18,48,71,250,100,0,0,4.84,4.88,4.73,4.87,4.92,4.9,4.73,1,1,0,0,1.08
945,5944989.0,20200000000000.0,30857973,25,16,16,37.78825,-122.40308,6,2.0,2.0,3.0,1300.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,7,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,4,4,0,0,0.08
950,7841744.0,20200000000000.0,5717060,60,1,1,37.78441,-122.47231,2,2.0,1.0,1.0,145.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,26,52,59,269,122,3,0,4.75,4.9,4.78,4.93,4.93,4.8,4.69,1,1,0,0,1.34
951,7842771.0,20200000000000.0,33688991,100,2,2,37.7995,-122.42172,6,2.0,3.0,3.0,300.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,3,182,11,1,0,4.45,4.55,4.91,4.73,4.55,4.91,4.5,2,2,0,0,0.12
954,7856443.0,20200000000000.0,6076870,100,2,2,37.78065,-122.49428,7,2.0,3.0,6.0,400.0,3,1125,3.0,4.0,1125.0,1125.0,3.0,1125.0,0,0,0,53,93,3,0,4.98,4.96,4.99,4.94,4.99,4.81,4.83,2,2,0,0,1.12
955,7386838.0,20200000000000.0,26325096,100,2,5,37.75741,-122.39571,6,2.0,3.0,3.0,565.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,27,55,85,171,86,22,2,4.87,4.9,4.88,4.97,4.9,4.92,4.76,2,2,0,0,0.93
957,5945396.0,20200000000000.0,30857973,25,16,16,37.78825,-122.40308,8,3.0,3.0,4.0,3500.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.02
