,ï»¿id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5963,6.97e+17,20200000000000.0,31109296,99,2,4,37.7774649,-122.4425786,4,2.0,3.0,2.0,320.0,3,365,2.0,3.0,2.0,365.0,3.0,361.7,0,0,5,8,13,13,1,4.92,4.92,4.69,4.85,5.0,5.0,4.92,1,1,0,0,2.32
5971,7e+17,20200000000000.0,11820504,100,10,10,37.765819,-122.452055,8,3.0,4.0,4.0,501.0,31,300,31.0,31.0,1125.0,1125.0,31.0,1125.0,3,33,63,337,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,7,0,0,0.94
5977,7.01e+17,20200000000000.0,1169998,98,2,2,37.76057,-122.5069,7,2.0,3.0,3.0,299.0,1,365,1.0,3.0,365.0,365.0,2.5,365.0,10,37,67,274,32,32,2,4.97,5.0,5.0,5.0,5.0,4.91,4.88,2,1,1,0,5.08
5987,7.04e+17,20200000000000.0,16266881,100,1,1,37.74549,-122.41878,6,2.0,3.0,3.0,571.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,3,5,13,13,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.93
5993,7.05e+17,20200000000000.0,477314210,100,1,1,37.75085,-122.41199,4,2.0,2.0,2.0,144.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,60,250,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.45
6001,7.05e+17,20200000000000.0,3865075,100,1,4,37.74268,-122.43286,4,2.0,3.0,2.0,320.0,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,11,41,71,345,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,0,0.22
6005,7.06e+17,20200000000000.0,416278140,100,1,1,37.7708767,-122.4412783,6,2.0,3.0,3.0,558.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,6,15,39,273,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.76
6006,7.06e+17,20200000000000.0,27333348,98,1,1,37.74628,-122.47864,6,2.0,2.0,3.0,201.0,2,60,2.0,2.0,1125.0,1125.0,2.0,1125.0,11,19,49,138,20,20,0,4.95,4.95,5.0,5.0,4.95,5.0,4.85,1,1,0,0,3.28
6028,7.08e+17,20200000000000.0,46977552,100,1,1,37.7728,-122.41687,4,2.0,1.0,2.0,300.0,2,90,2.0,2.0,90.0,90.0,2.0,90.0,16,28,58,332,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6031,7.08e+17,20200000000000.0,236978,98,2,13,37.76213,-122.41553,7,2.0,3.0,4.0,464.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,17,39,61,61,11,11,1,4.73,4.73,4.45,4.91,4.91,4.73,4.45,2,2,0,0,2.0
6032,7.08e+17,20200000000000.0,33856710,100,3,3,37.7317,-122.44807,8,4.0,4.0,5.0,680.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,16,23,96,6,6,1,5.0,5.0,5.0,4.83,5.0,4.83,5.0,3,3,0,0,1.19
6033,7.08e+17,20200000000000.0,3956811,100,2,5,37.78167,-122.42799,4,2.0,3.0,4.0,250.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,28,58,88,362,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6040,7.1e+17,20200000000000.0,2311883,67,2,2,37.76331,-122.50369,6,3.0,3.0,3.0,200.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,28,117,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.25
6042,7.11e+17,20200000000000.0,2060012,100,16,24,37.75133,-122.41772,8,3.0,4.0,4.0,225.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,12,34,232,2,2,0,5.0,4.5,5.0,5.0,4.5,5.0,4.5,15,8,7,0,0.54
6050,6.76e+17,20200000000000.0,316202062,100,5,5,37.781926,-122.471538,8,3.0,3.0,4.0,321.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,16,46,76,350,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,0,0,0.17
6051,6.76e+17,20200000000000.0,31092716,65,2,2,37.73774957,-122.3947473,6,2.0,3.0,6.0,275.0,2,10,2.0,2.0,10.0,10.0,2.0,10.0,30,60,90,364,7,7,0,5.0,5.0,5.0,5.0,4.86,4.86,5.0,2,2,0,0,1.0
6053,6.76e+17,20200000000000.0,451493939,95,3,3,37.7969435,-122.4113756,3,2.0,3.0,3.0,210.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,17,21,36,36,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
6058,6.77e+17,20200000000000.0,21614409,100,2,2,37.75564,-122.41391,5,2.0,3.0,3.0,550.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,31,34,123,7,7,1,5.0,5.0,5.0,5.0,5.0,5.0,4.71,2,1,1,0,1.27
6059,6.77e+17,20200000000000.0,471035211,97,1,1,37.7837638,-122.483568,6,2.0,2.0,4.0,110.0,30,65,30.0,30.0,65.0,65.0,30.0,65.0,2,7,7,240,36,36,1,4.81,4.78,4.92,4.94,4.94,4.92,4.64,1,1,0,0,5.09
6064,6.78e+17,20200000000000.0,133755963,100,4,5,37.77822,-122.48703,6,2.0,3.0,3.0,229.0,30,210,30.0,30.0,210.0,210.0,30.0,210.0,0,0,0,0,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3,2,1,0,0.57
6069,6.79e+17,20200000000000.0,182963199,83,2,3,37.80453,-122.40459,4,2.0,2.0,2.0,351.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,1,1,4,183,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.16
6075,6.8e+17,20200000000000.0,1832377,100,1,1,37.7581,-122.44093,10,3.0,5.0,5.0,643.0,1,365,1.0,4.0,365.0,365.0,3.5,365.0,17,47,77,295,16,16,1,4.94,5.0,4.94,4.75,4.94,5.0,4.94,1,1,0,0,3.2
6076,6.8e+17,20200000000000.0,114592523,100,1,1,37.7992,-122.43406,7,2.0,3.0,3.0,416.0,31,184,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,4,34,153,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.25
6078,6.8e+17,20200000000000.0,1301428,99,2,2,37.77907,-122.43712,6,2.0,3.0,3.0,693.0,3,1125,2.0,5.0,1125.0,1125.0,3.3,1125.0,0,7,10,56,12,12,1,5.0,5.0,5.0,5.0,5.0,4.92,4.83,2,2,0,0,1.96
6084,7.23e+17,20200000000000.0,2846262,95,5,6,37.75218,-122.442,1,2.0,1.0,1.0,136.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,11,15,35,114,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5,2,3,0,1.0
6086,7.25e+17,20200000000000.0,17472812,88,1,1,37.79333,-122.44288,6,5.0,3.0,3.0,850.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,4,8,14,191,10,10,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.04
6088,7.25e+17,20200000000000.0,371841329,69,15,43,37.79274,-122.42016,5,2.0,3.0,3.0,350.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,5,35,64,64,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,14,14,0,0,1.3186045268223134
6092,7.25e+17,20200000000000.0,58627630,100,1,2,37.78668,-122.39065,4,2.0,2.0,1.0,320.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,11,41,281,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6101,7.26e+17,20200000000000.0,263574742,100,1,2,37.7774245,-122.4511692,10,2.0,4.0,6.0,285.0,1,28,1.0,3.0,7.0,1125.0,2.8,110.7,8,20,29,252,35,35,5,4.8,4.77,4.86,4.86,4.97,4.91,4.83,1,1,0,0,7.14
6103,7.26e+17,20200000000000.0,148427269,100,11,13,37.79791,-122.4161,4,2.0,2.0,2.0,275.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,5,35,65,339,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,10,10,0,0,1.3186045268223134
6106,7.27e+17,20200000000000.0,4086406,40,1,4,37.7906708,-122.4294715,3,2.0,1.0,1.0,460.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,13,43,54,287,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.83
6108,7.27e+17,20200000000000.0,163521042,100,2,4,37.74542,-122.49976,7,3.0,3.0,4.0,186.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,2,11,41,130,18,18,5,4.94,4.78,4.89,4.94,4.89,4.94,4.83,2,1,1,0,4.0
6116,7.12e+17,20200000000000.0,58812881,100,3,6,37.7225,-122.47482,8,3.0,4.0,6.0,398.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,178,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6118,7.12e+17,20200000000000.0,1257432,76,31,56,37.76887,-122.4204,4,2.0,2.0,2.0,172.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,4,34,64,339,1,1,0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,28,28,0,0,0.35
6119,7.12e+17,20200000000000.0,8151342,92,3,3,37.7996962,-122.4233745,4,2.0,2.0,2.0,295.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,1,1,217,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.21
6122,7.12e+17,20200000000000.0,129935088,100,1,1,37.73372187,-122.4577748,4,2.0,2.0,2.0,180.0,1,365,1.0,1.0,1125.0,1125.0,1.0,1125.0,2,10,26,249,5,5,1,5.0,4.8,5.0,5.0,5.0,5.0,5.0,1,1,0,0,2.31
6123,7.12e+17,20200000000000.0,478746826,100,2,2,37.798849,-122.435102,4,2.0,2.0,2.0,425.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,5,5,35,266,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6125,7.13e+17,20200000000000.0,368616861,100,11,13,37.74048,-122.49622,8,2.0,3.0,4.0,311.0,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,13,35,55,304,6,6,0,4.5,4.0,4.83,4.67,4.67,4.17,4.0,1,1,0,0,1.04
6134,7.16e+17,20200000000000.0,2060012,100,16,24,37.75133,-122.41789,7,3.0,3.0,3.0,250.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,196,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15,8,7,0,1.11
6158,7.3e+17,20200000000000.0,115109717,100,8,8,37.7169791,-122.4077305,4,2.0,2.0,3.0,318.0,1,29,1.0,2.0,29.0,29.0,1.0,29.0,19,47,71,160,10,10,0,5.0,4.9,5.0,4.9,5.0,4.7,4.8,2,2,0,0,2.17
6159,7.3e+17,20200000000000.0,15109598,100,1,7,37.7342,-122.47605,5,2.0,2.0,3.0,134.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,7,33,57,146,17,17,4,4.76,4.88,4.76,4.94,5.0,4.53,4.65,1,1,0,0,3.62
6161,7.3e+17,20200000000000.0,2060012,100,16,24,37.75131,-122.41627,8,3.0,4.0,4.0,278.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,10,30,133,1,1,0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,15,8,7,0,0.86
6162,7.3e+17,20200000000000.0,2060012,100,16,24,37.74917,-122.417,11,5.0,7.0,7.0,512.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,6,36,51,161,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15,8,7,0,1.0
6164,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80845,-122.41397,16,4.0,4.0,8.0,1104.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6165,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80881,-122.41402,16,4.0,4.0,8.0,1104.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6166,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80679,-122.41395,12,3.0,3.0,6.0,828.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6167,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80666,-122.41345,12,3.0,3.0,6.0,828.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6168,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80704,-122.41382,12,3.0,3.0,6.0,828.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6169,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80667,-122.41432,8,2.0,2.0,4.0,552.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6181,7.17e+17,20200000000000.0,450765852,60,9,9,37.75634,-122.44542,4,2.0,2.0,1.0,199.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,363,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6182,7.18e+17,20200000000000.0,347786920,100,1,1,37.79972,-122.41555,5,2.0,2.0,3.0,1200.0,1,60,1.0,1.0,60.0,60.0,1.0,60.0,0,0,0,185,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.53
6195,7.2e+17,20200000000000.0,4141660,68,38,64,37.78032,-122.49894,5,2.0,3.0,3.0,166.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
6201,6.24e+17,20200000000000.0,23984245,83,1,1,37.71993,-122.40219,2,2.0,3.0,1.0,70.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,30,60,90,364,11,11,1,4.91,4.91,4.45,4.91,4.64,4.91,4.64,1,0,1,0,1.77
6207,6.25e+17,20200000000000.0,30931849,100,1,1,37.75155,-122.43637,4,2.0,2.0,2.0,476.0,3,25,3.0,3.0,25.0,25.0,3.0,25.0,0,2,3,49,13,13,1,5.0,5.0,5.0,5.0,5.0,5.0,4.92,1,1,0,0,3.22
6213,7.2e+17,20200000000000.0,43822343,100,5,8,37.72693,-122.40839,4,2.0,2.0,2.0,209.0,1,20,1.0,1.0,1125.0,1125.0,1.0,1125.0,3,14,20,73,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,3,0,0,1.3186045268223134
6215,7.2e+17,20200000000000.0,450765852,60,9,9,37.7736174,-122.445814,9,2.0,4.0,4.0,333.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6217,7.2e+17,20200000000000.0,480366439,94,1,1,37.78168,-122.48502,4,2.0,2.0,2.0,200.0,1,8,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,35,57,57,22,22,2,4.86,4.91,5.0,4.82,4.77,4.91,4.77,1,1,0,0,4.0
6223,7.22e+17,20200000000000.0,229343439,100,1,1,37.73298,-122.46633,8,3.0,3.0,4.0,275.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,28,58,87,87,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.0
6229,7.23e+17,20200000000000.0,78224887,95,1,2,37.761,-122.42153,6,2.0,2.0,2.0,450.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,11,11,244,9,9,3,4.78,4.67,4.78,5.0,5.0,4.89,4.56,1,1,0,0,3.91
6238,7.51e+17,20200000000000.0,1447589,99,2,5,37.71635,-122.44563,6,2.0,2.0,4.0,143.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,0,6,6,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,2.28
6246,7.51e+17,20200000000000.0,45309463,42,1,3,37.79423,-122.41194,8,2.0,3.0,4.0,613.0,3,365,1.0,3.0,365.0,365.0,3.0,365.0,12,32,45,281,9,9,2,4.78,4.67,4.78,4.44,4.78,4.89,4.67,1,1,0,0,2.93
6248,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80743,-122.41439,8,2.0,2.0,4.0,552.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,16,1,15,0,1.3186045268223134
6249,7.31e+17,20200000000000.0,174792040,100,2600,8278,37.80813,-122.41238,8,2.0,2.0,4.0,552.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16,1,15,0,0.81
6258,7.33e+17,20200000000000.0,1615361,0,1,1,37.74897,-122.40929,4,2.0,3.0,3.0,500.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,4,34,64,338,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6259,7.33e+17,20200000000000.0,209073328,100,1,1,37.7104,-122.44271,7,2.0,3.0,3.0,343.0,1,90,1.0,1.0,1125.0,1125.0,1.0,1125.0,4,23,53,215,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.17
6264,7.34e+17,20200000000000.0,4991451,80,1,1,37.7513,-122.4338,8,5.0,4.0,4.0,2700.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,30,60,90,364,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.35
6265,7.34e+17,20200000000000.0,2293618,0,1,1,37.7791203,-122.3971915,2,2.0,2.0,2.0,225.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,28,58,88,362,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6269,7.36e+17,20200000000000.0,2984962,50,2,2,37.75602,-122.42086,2,2.0,2.0,2.0,140.0,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,34,63,301,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,1,1,0,1.3186045268223134
6270,7.36e+17,20200000000000.0,23299030,96,14,21,37.74023,-122.41167,8,2.0,3.0,3.0,399.0,3,1125,1.0,3.0,1125.0,1125.0,1.8,1125.0,17,44,74,285,6,6,1,4.5,4.5,5.0,4.17,5.0,4.83,4.83,1,1,0,0,1.5
6280,7.37e+17,20200000000000.0,450765852,60,9,9,37.75134,-122.40611,6,2.0,3.0,4.0,299.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6282,7.37e+17,20200000000000.0,483470326,100,1,1,37.74125,-122.50422,8,2.0,3.0,4.0,198.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,4,16,45,134,9,9,1,4.44,4.11,4.56,4.67,4.56,4.56,4.22,1,1,0,0,2.7
6285,7.37e+17,20200000000000.0,16688525,87,2,6,37.78108,-122.45378,10,3.0,6.0,4.0,850.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,10,25,25,25,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2,2,0,0,0.57
6286,7.38e+17,20200000000000.0,450765852,60,9,9,37.75144,-122.40487,10,2.0,5.0,4.0,350.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6288,6.27e+17,20200000000000.0,694377,99,18,21,37.79527,-122.43359,6,2.0,3.0,3.0,300.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,25,25,25,154,1,1,0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,16,16,0,0,0.15
6290,6.28e+17,20200000000000.0,1415579,67,1,4,37.736,-122.449608,6,2.0,4.0,5.0,350.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,0,0,0,30,3,3,1,5.0,5.0,5.0,5.0,5.0,4.33,4.33,1,1,0,0,0.41
6293,6.28e+17,20200000000000.0,459402263,99,3,3,37.71413,-122.39857,6,2.0,1.0,3.0,195.0,1,18,1.0,1.0,10.0,10.0,1.0,10.0,28,58,84,354,24,24,1,5.0,5.0,4.96,5.0,5.0,4.79,4.92,3,0,0,3,2.83
6298,7.38e+17,20200000000000.0,483736318,94,1,2,37.78788,-122.3916,5,2.0,2.0,2.0,564.0,1,12,1.0,1.0,1125.0,1125.0,1.0,1125.0,16,34,63,63,20,20,5,4.9,4.75,4.8,5.0,5.0,5.0,4.85,1,1,0,0,5.94
6312,7.41e+17,20200000000000.0,115109717,100,8,8,37.71783,-122.40852,4,2.0,2.0,3.0,323.0,1,29,1.0,2.0,29.0,29.0,1.0,29.0,29,59,89,178,10,10,2,4.6,4.8,5.0,4.7,5.0,4.5,4.7,2,2,0,0,2.63
6316,7.42e+17,20200000000000.0,205780984,100,2,2,37.80606,-122.43922,10,4.0,5.0,7.0,2625.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,244,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,2,0,0,1.3186045268223134
6318,7.42e+17,20200000000000.0,4173587,100,1,4,37.7548,-122.43777,10,2.0,3.0,5.0,799.0,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,0,0,0.9
6321,7.43e+17,20200000000000.0,450765852,60,9,9,37.7528,-122.40448,15,4.0,7.0,9.0,589.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6325,7.44e+17,20200000000000.0,387801231,93,12,13,37.79271,-122.44069,6,3.0,3.0,4.0,550.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,363,2,2,1,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5,5,0,0,0.69
6326,7.45e+17,20200000000000.0,149155201,91,1,5,37.77816,-122.47719,8,2.0,3.0,5.0,398.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,7,18,24,32,5,5,1,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1,1,0,0,1.32
6330,7.46e+17,20200000000000.0,450765852,60,9,9,37.79117,-122.41512,6,2.0,3.0,3.0,299.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,9,9,0,0,1.3186045268223134
6333,7.46e+17,20200000000000.0,22132539,0,1,1,37.77462,-122.39221,4,2.0,2.0,2.0,350.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,364,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,1,1,0,0,1.3186045268223134
6334,7.46e+17,20200000000000.0,450802168,60,4,6,37.77332,-122.43916,10,2.0,5.0,4.0,333.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,2,32,62,336,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,4,4,0,0,1.3186045268223134
6337,7.46e+17,20200000000000.0,391844602,100,2,2,37.77504,-122.41477,5,2.0,2.0,2.0,221.0,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,18,48,78,167,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,2,1,1,0,1.3186045268223134
6339,7.47e+17,20200000000000.0,11377707,80,18,77,37.80266,-122.44034,6,2.0,2.0,3.0,235.0,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,0,0,0,4.750308322937088,4.813262969588552,4.767581395348837,4.879060654857756,4.854186046511628,4.7866469851494005,4.6632009303989985,3,3,0,0,1.3186045268223134
6340,7.47e+17,20200000000000.0,174792040,100,2600,8278,37.80661,-122.4143,16,4.0,4.0,8.0,1104.0,1,365,1.0,3.0,1.0,999.0,1.0,996.7,30,56,86,337,1,1,1,4.0,1.0,5.0,5.0,5.0,5.0,4.0,16,1,15,0,1.0
