,id,scrape_id,host_id,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
429,4391108,20230329041210,2828190,100,2,3,19.4315,-99.20795,1,2.0,1.0,1.0,908.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,29,59,89,89,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,2,0,2,0,1.7024350397517938
435,5212601,20230329041210,26966314,100,1,1,19.40573,-99.1709,6,3.0,3.0,3.0,3229.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,5,24,53,75,204,37,4,4.91,4.95,4.93,4.83,4.86,4.96,4.9,1,1,0,0,2.06
437,5272066,20230329041210,27291692,86,2,2,19.32944,-99.16091,2,2.0,1.0,3.0,182.0,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,11,41,71,346,9,5,0,5.0,4.89,4.67,4.89,5.0,4.78,4.89,2,0,0,2,0.1
438,4421504,20230329041210,22931264,87,10,33,19.41624,-99.15748,6,2.0,2.0,3.0,2800.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,23,28,295,178,25,0,4.79,4.83,4.89,4.75,4.78,4.92,4.77,5,5,0,0,2.1
439,6075482,20230329041210,6853004,75,1,1,19.41123,-99.18402,4,2.0,2.0,2.0,1362.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,8,283,7,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,1,1,0,0,0.08
441,4439986,20230329041210,18972381,100,1,2,19.41304,-99.18398,4,2.0,2.0,2.0,1500.0,10,1125,10.0,10.0,1125.0,1125.0,10.0,1125.0,0,0,0,0,12,2,0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,1,1,0,0,0.12
443,6076798,20230329041210,31426842,100,2,2,19.44329,-99.10947,12,3.0,1.0,12.0,450.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,1,27,302,70,17,1,4.83,4.83,4.93,4.94,4.91,4.68,4.93,1,0,0,1,0.73
445,4457362,20230329041210,17468617,97,7,19,19.33598,-99.1238,16,5.0,5.0,6.0,3084.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,29,59,89,364,16,3,0,4.44,4.75,4.63,4.75,4.63,4.94,4.69,7,7,0,0,0.16
453,4474437,20230329041210,84013745,0,1,1,19.41035,-99.17145,4,2.0,2.0,2.0,2200.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,12,23,168,10,10,1,5.0,4.8,4.7,5.0,5.0,5.0,4.9,1,1,0,0,1.08
459,5361263,20230329041210,11345577,0,1,3,19.43801,-99.19121,4,2.0,2.0,2.0,1126.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,1,28,299,30,3,0,4.87,4.93,4.77,4.67,4.87,4.73,4.67,1,1,0,0,0.31
461,5381625,20230329041210,27896130,0,1,1,19.39507,-99.17451,4,2.0,2.0,2.0,1725.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,88,13,0,0,4.77,4.77,4.85,4.69,5.0,5.0,4.77,1,1,0,0,0.14
468,6611525,20230329041210,3078335,100,1,1,19.43186127400094,-99.20529380544664,4,2.0,2.0,2.0,2269.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,9,56,28,5,0,4.96,4.93,4.96,5.0,5.0,5.0,4.93,1,1,0,0,0.3
472,5434219,20230329041210,28190065,96,2,2,19.43883,-99.15283,16,8.0,1.0,18.0,272.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,26,56,86,354,25,3,0,4.4,4.8,4.48,4.68,4.72,4.8,4.6,2,0,1,1,0.26
481,6647682,20230329041210,34705160,67,1,1,19.47137,-99.16208,6,2.0,2.0,3.0,1068.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,28,56,86,361,54,3,1,4.87,4.94,4.85,4.91,4.94,4.63,4.85,1,1,0,0,0.59
482,6653555,20230329041210,29834379,100,2,2,19.42202,-99.15982,4,2.0,2.0,2.0,1372.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,87,76,0,0,4.95,4.97,4.93,4.93,4.92,5.0,4.93,1,1,0,0,0.88
483,6180294,20230329041210,32056756,100,2,3,19.41247,-99.17178,2,2.0,1.0,1.0,966.0,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,21,51,141,320,30,0,4.83,4.87,4.77,4.96,4.97,4.94,4.87,1,1,0,0,3.32
491,6204678,20230329041210,29969396,95,1,1,19.40602,-99.18098,4,2.0,3.0,3.0,800.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,22,51,81,171,128,9,1,4.83,4.89,4.84,4.91,4.88,4.91,4.84,1,1,0,0,1.36
496,6687737,20230329041210,18259367,67,4,5,19.4142,-99.18352,3,2.0,1.0,1.0,700.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,9,2,0,4.78,4.67,4.78,4.89,5.0,5.0,5.0,4,0,4,0,0.1
497,6214384,20230329041210,32223932,0,1,1,19.43481,-99.14686,4,2.0,2.0,3.0,2179.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,30,60,90,365,94,0,0,4.82,4.89,4.83,4.97,4.92,4.94,4.84,1,1,0,0,1.01
503,6261413,20230329041210,15052513,100,7,9,19.43004,-99.16698,7,2.0,3.0,4.0,2085.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,1,1,1,150,210,28,0,4.8,4.82,4.84,4.79,4.63,4.96,4.88,7,7,0,0,2.45
505,6263633,20230329041210,32551014,0,1,1,19.34208,-99.18006,4,2.0,1.0,1.0,1452.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
507,7483509,20230329041210,30672063,100,12,12,19.42222,-99.15864,1,3.0,1.0,1.0,517.0,2,36,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,53,83,280,167,23,0,4.75,4.87,4.74,4.91,4.9,4.96,4.76,11,1,10,0,1.88
508,6271813,20230329041210,32093405,50,1,2,19.38599,-99.25322,4,2.0,2.0,5.0,900.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,22,42,64,337,10,4,0,4.6,4.6,5.0,4.6,4.6,5.0,5.0,1,0,1,0,0.11
512,6311568,20230329041210,32833650,65,2,3,19.42818,-99.21038,3,2.0,2.0,2.0,2179.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.01
513,6311724,20230329041210,23451355,98,26,27,19.43132,-99.17264,1,4.0,1.0,1.0,349.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,148,7,0,0,4.86,4.86,4.57,5.0,4.86,4.86,4.43,21,0,21,0,0.07
526,6808453,20230329041210,17468617,97,7,19,19.33712,-99.12282,6,4.0,3.0,5.0,1879.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,29,59,89,89,1,0,0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,7,7,0,0,0.01
528,6333180,20230329041210,26303769,98,2,6,19.40859,-99.18866,6,2.0,2.0,3.0,1003.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,38,64,151,330,57,4,4.65,4.73,4.66,4.85,4.76,4.9,4.65,2,2,0,0,3.64
531,6810612,20230329041210,35406862,66,59,70,19.43165,-99.19495,16,10.0,10.0,16.0,11346.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,19,2,11,2,1.7024350397517938
532,6345035,20230329041210,33045842,100,2,2,19.42535,-99.22409,2,2.0,1.0,2.0,745.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,2,20,50,325,53,3,1,4.79,4.81,4.81,4.79,4.75,4.75,4.68,1,1,0,0,0.55
537,6812280,20230329041210,26438560,100,3,4,19.30257,-99.16969,4,2.0,2.0,2.0,1150.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,118,38,0,0,4.73,4.88,4.72,4.84,4.75,4.81,4.91,2,2,0,0,0.42
544,6871835,20230329041210,36014559,0,1,1,19.39614,-99.17371,2,2.0,2.0,2.0,31386.0,1,10,1.0,1.0,10.0,10.0,1.0,10.0,30,60,90,365,40,0,0,4.92,4.95,4.92,5.0,5.0,4.97,4.9,1,1,0,0,0.42
545,6881128,20230329041210,232907,100,3,6,19.38683,-99.167,2,2.0,1.0,1.0,726.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,28,58,88,363,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.11
550,6438939,20230329041210,31249587,95,1,1,19.18808,-99.17278,8,2.0,4.0,6.0,1779.0,1,1125,1.0,2.0,1125.0,1125.0,1.0,1125.0,21,51,81,81,32,32,1,4.97,5.0,4.88,4.81,4.91,4.88,4.88,1,1,0,0,2.74
556,6896811,20230329041210,36138492,100,2,2,19.41945,-99.16859,4,2.0,2.0,2.0,3000.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,33,63,333,196,27,0,4.92,4.94,4.87,4.96,4.94,4.99,4.81,2,2,0,0,2.23
558,6479574,20230329041210,33853380,96,4,4,19.42191,-99.15714,5,2.0,2.0,3.0,2561.0,14,90,14.0,14.0,1125.0,1125.0,14.0,1125.0,20,41,71,346,147,5,0,4.82,4.85,4.8,4.97,4.91,4.9,4.77,2,2,0,0,1.54
560,7650677,20230329041210,8071674,100,1,5,19.36481,-99.26237,4,2.0,2.0,3.0,2070.0,5,365,5.0,5.0,1125.0,1125.0,5.0,1125.0,28,58,88,363,43,6,1,4.7,4.84,4.91,4.86,4.7,4.93,4.74,1,1,0,0,0.47
563,6938927,20230329041210,35406862,66,59,70,19.39422,-99.17611,16,16.0,16.0,16.0,3086.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,1,1,0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,19,2,11,2,0.2
566,7689193,20230329041210,13437242,81,1,3,19.414568,-99.166451,8,4.0,4.0,10.0,9985.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,4,6,6,159,72,17,1,4.89,4.79,4.88,4.89,4.92,5.0,4.75,1,1,0,0,0.8
575,7716916,20230329041210,24918385,33,2,2,19.43757,-99.2077,4,2.0,3.0,3.0,1979.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,29,59,89,364,20,1,0,4.25,4.35,4.4,4.7,4.3,4.65,4.25,2,2,0,0,0.22
577,6970411,20230329041210,30057973,0,1,3,19.36176,-99.16135,5,2.0,2.0,2.0,476.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,87,105,0,0,4.76,4.8,4.84,4.91,4.92,4.88,4.86,1,1,0,0,1.13
579,6972071,20230329041210,35406862,66,59,70,19.42884,-99.13573,16,4.0,1.0,16.0,5030.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,19,2,11,2,1.7024350397517938
582,6994948,20230329041210,25845373,40,1,1,19.39988,-99.16079,1,2.0,1.0,1.0,472.0,2,12,2.0,2.0,12.0,12.0,2.0,12.0,29,59,89,364,8,2,0,4.88,4.88,4.88,5.0,5.0,4.63,4.75,1,0,1,0,0.09
583,6572854,20230329041210,34377738,0,1,1,19.31103,-99.22533,2,2.0,1.0,1.0,980.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,28,58,88,363,10,0,0,4.7,4.9,4.9,5.0,4.9,5.0,4.9,1,0,1,0,0.11
586,7804974,20230329041210,20220777,0,1,1,19.43699,-99.18877,3,3.0,3.0,5.0,6354.0,5,7,5.0,5.0,7.0,7.0,5.0,7.0,28,58,88,363,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
598,8265817,20230329041210,15219834,94,27,28,19.43002,-99.20259,4,2.0,2.0,2.0,1746.0,1,1125,2.0,2.0,99.0,99.0,2.0,99.0,16,46,76,347,21,11,1,4.42,4.53,4.63,4.68,4.47,5.0,4.47,25,24,0,0,0.24
600,7034452,20230329041210,11106737,10,3,3,19.42846,-99.19295,4,2.0,1.0,2.0,1579.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,44,74,349,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
602,8284779,20230329041210,29114265,99,83,94,19.33615,-99.22969,7,2.0,4.0,6.0,2571.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,29,59,89,179,66,3,0,4.82,4.92,4.86,4.91,4.95,4.68,4.73,11,11,0,0,0.72
604,7842990,20230329041210,17527001,80,3,6,19.35031,-99.1748,2,2.0,2.0,2.0,1090.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,14,44,319,45,3,1,4.73,4.86,4.8,4.98,4.96,4.91,4.65,3,2,1,0,0.5
615,8357397,20230329041210,27291692,86,2,2,19.33435,-99.16144,2,2.0,1.0,3.0,182.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,42,72,347,1,0,0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2,0,0,2,0.01
616,7072606,20230329041210,10109055,0,1,2,19.40765,-99.16912,4,2.0,2.0,2.0,1271.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,1,0,0,1.7024350397517938
619,8390388,20230329041210,32097725,100,1,1,19.40861,-99.17228,6,2.0,3.0,4.0,1743.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,46,69,328,105,20,1,4.75,4.82,4.48,4.96,4.9,4.95,4.76,1,1,0,0,1.16
624,7133464,20230329041210,37363394,91,1,4,19.404118408416668,-99.17034642635706,4,2.0,2.0,2.0,1561.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,16,46,76,351,45,15,2,5.0,4.98,4.98,4.93,4.98,4.93,4.95,1,1,0,0,0.58
625,7873617,20230329041210,26135251,100,1,2,19.43592,-99.18721,3,3.0,2.0,1.0,1986.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,22,48,52,77,2,2,4.97,4.97,5.0,4.96,4.88,4.97,4.96,1,1,0,0,0.83
629,7143964,20230329041210,37411250,0,2,2,19.42762,-99.15173,4,2.0,2.0,3.0,3000.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,361,4,0,0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,2,2,0,0,0.04
635,8455010,20230329041210,2350031,96,1,1,19.41416,-99.17151,4,2.0,2.0,2.0,2088.0,3,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,5,33,63,153,91,19,1,4.81,4.91,4.9,4.95,4.97,4.98,4.87,1,1,0,0,1.01
638,8456719,20230329041210,44514361,88,2,3,19.31945,-99.29204,10,2.0,5.0,9.0,2000.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,89,21,2,0,4.9,4.95,4.9,4.95,5.0,4.6,4.9,1,1,0,0,0.23
642,7894745,20230329041210,17468617,97,7,19,19.34606,-99.13169,16,3.0,4.0,7.0,2555.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,26,56,86,361,20,18,2,4.7,4.45,4.55,4.8,4.6,4.85,4.5,7,7,0,0,1.25
643,7894795,20230329041210,17468617,97,7,19,19.33846,-99.12419,9,5.0,4.0,5.0,2377.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,30,60,90,365,61,14,0,4.59,4.49,4.52,4.72,4.74,4.78,4.47,7,7,0,0,0.88
644,7894945,20230329041210,17468617,97,7,19,19.34584,-99.13351,8,2.0,3.0,5.0,1941.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,30,60,90,365,5,5,1,5.0,4.8,5.0,5.0,5.0,5.0,4.8,7,7,0,0,0.98
648,7897361,20230329041210,41638487,0,1,5,19.44355,-99.20134,4,2.0,2.0,3.0,1450.0,2,120,2.0,2.0,120.0,120.0,2.0,120.0,0,0,0,0,26,0,0,4.96,4.96,4.88,5.0,5.0,4.92,4.96,1,1,0,0,0.31
650,7194863,20230329041210,37677126,100,1,4,19.41999,-99.17795,1,2.0,1.0,1.0,520.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,1,8,283,54,18,2,4.94,4.92,4.98,5.0,5.0,4.98,4.9,1,0,1,0,0.59
655,7915161,20230329041210,41735820,80,1,1,19.4061,-99.17376,4,2.0,2.0,2.0,2000.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,21,51,81,356,20,4,0,4.75,5.0,4.65,5.0,5.0,4.94,4.5,1,1,0,0,0.23
657,7923000,20230329041210,7174720,98,9,15,19.42975,-99.19656,6,2.0,3.0,2.0,3956.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,18,44,72,343,94,22,2,4.95,4.97,4.95,4.96,4.96,4.97,4.85,9,9,0,0,1.02
658,7239439,20230329041210,372570,97,1,2,19.29349,-99.16261,6,2.0,2.0,3.0,950.0,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,24,39,69,159,78,17,1,4.26,4.38,4.01,4.87,4.7,4.91,4.22,1,1,0,0,1.39
662,7277187,20230329041210,23451355,98,26,27,19.43168,-99.17102,1,3.0,1.0,1.0,359.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,149,4,2,0,3.75,4.5,4.0,4.25,3.75,4.5,4.0,21,0,21,0,0.14
663,7933584,20230329041210,41832187,93,1,2,19.42818,-99.16122,12,5.0,1.0,8.0,246.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,56,86,361,91,50,3,4.58,4.65,4.51,4.75,4.7,4.86,4.59,1,0,0,1,1.17
664,8542522,20230329041210,44971879,100,6,7,19.36547,-99.15736,3,2.0,1.0,2.0,363.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,27,302,1,0,0,1.0,2.0,1.0,5.0,5.0,3.0,1.0,6,0,6,0,0.01
683,8662484,20230329041210,45513220,67,1,1,19.37095,-99.18189,5,3.0,3.0,3.0,2000.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,22,52,82,357,6,2,0,4.83,5.0,4.83,5.0,5.0,5.0,5.0,1,1,0,0,0.1
684,7366486,20230329041210,3149134,100,43,49,19.41282,-99.1806,6,2.0,2.0,2.0,2049.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,13,26,48,48,204,4,0,4.94,4.94,4.94,4.96,4.97,4.91,4.81,5,5,0,0,2.23
686,7367265,20230329041210,3149134,100,43,49,19.41264,-99.18101,4,2.0,2.0,2.0,2049.0,2,60,2.0,2.0,60.0,60.0,2.0,60.0,13,21,43,126,214,6,0,4.94,4.93,4.86,4.98,4.99,4.93,4.89,5,5,0,0,2.31
689,7998237,20230329041210,42220151,0,1,1,19.32974,-99.28587,7,2.0,3.0,4.0,1555.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,22,0,0,4.82,4.77,5.0,4.73,5.0,4.09,4.82,1,0,1,0,0.3
693,7380944,20230329041210,17468617,97,7,19,19.33876,-99.12435,4,2.0,2.0,4.0,953.0,10,1125,10.0,10.0,1125.0,1125.0,10.0,1125.0,29,59,89,364,2,0,0,4.5,5.0,5.0,5.0,5.0,5.0,4.5,7,7,0,0,0.05
697,8694744,20230329041210,13995074,97,4,5,19.4079,-99.16921,4,2.0,2.0,3.0,3045.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,24,54,84,359,134,26,3,4.9,4.92,4.96,4.98,4.95,4.97,4.87,3,3,0,0,1.48
700,8704155,20230329041210,26255373,96,2,2,19.42133,-99.15892,4,2.0,1.0,2.0,1350.0,5,31,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,2,2,68,20,0,4.94,4.94,4.99,5.0,4.97,5.0,4.91,1,1,0,0,0.75
706,8721086,20230329041210,19510915,100,6,6,19.4165,-99.16735,4,2.0,2.0,2.0,2627.0,2,1125,1.0,3.0,1125.0,1125.0,2.1,1125.0,5,15,33,172,314,41,0,4.88,4.96,4.94,4.96,4.94,4.97,4.91,4,4,0,0,3.47
707,8105125,20230329041210,5424904,96,4,4,19.41888,-99.16397,10,3.0,5.0,5.0,7107.0,3,100,3.0,3.0,1125.0,1125.0,3.0,1125.0,7,17,41,295,172,33,3,4.84,4.79,4.93,4.89,4.87,4.96,4.8,4,4,0,0,1.9
708,8107895,20230329041210,42586631,96,1,1,19.41852,-99.16238,6,2.0,2.0,4.0,3743.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,5,35,65,340,14,13,2,4.93,5.0,4.86,5.0,4.86,5.0,4.79,1,1,0,0,0.93
709,8117973,20230329041210,41969557,0,1,1,19.29837,-99.1886,2,2.0,1.0,1.0,549.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,24,54,84,174,44,0,0,4.91,4.98,4.86,5.0,4.98,4.95,4.95,1,0,1,0,0.49
714,8754328,20230329041210,45912316,99,6,6,19.39016,-99.1516,7,2.0,3.0,3.0,1452.0,1,1125,1.0,2.0,1125.0,1125.0,1.3,1125.0,0,0,0,180,187,1,0,4.9,4.96,4.87,4.95,4.98,4.91,4.92,4,4,0,0,2.07
718,8134414,20230329041210,23074266,75,1,1,19.408909,-99.176506,6,2.0,2.0,2.0,2200.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,10,2,0,4.75,4.63,4.88,4.75,5.0,5.0,4.5,1,1,0,0,0.11
724,8754468,20230329041210,1150042,99,2,3,19.42843,-99.17079,4,2.0,2.0,2.0,3231.0,3,90,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,38,68,158,267,35,4,4.93,4.95,4.98,4.98,4.91,4.91,4.85,2,2,0,0,2.94
729,8185711,20230329041210,43180770,0,1,1,19.43919,-99.15698,1,2.0,1.0,1.0,8200.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,0,0,0,4.717753538879194,4.777610344157107,4.746341807223059,4.827132996305658,4.815533249076414,4.832626513052355,4.708673861260999,1,0,1,0,1.7024350397517938
733,9314833,20230329041210,1004821,100,6,15,19.43313895829104,-99.14349702698364,5,2.0,2.0,3.0,682.0,2,3,2.0,2.0,3.0,3.0,2.0,3.0,9,28,46,320,9,9,6,4.78,5.0,4.78,4.78,4.78,5.0,4.89,6,6,0,0,5.51
735,9315338,20230329041210,48350493,92,3,7,19.41682,-99.12374,2,3.0,21.0,11.0,350.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,202,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0,3,0,0.7
741,8801057,20230329041210,12216741,100,23,23,19.428986,-99.134689,8,2.0,2.0,4.0,1423.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,1,7,13,237,344,58,5,4.69,4.8,4.76,4.89,4.81,4.89,4.79,19,19,0,0,3.89
743,9325945,20230329041210,29004726,100,1,4,19.43512,-99.18912,8,2.0,3.0,5.0,3942.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,9,31,53,304,285,42,2,4.85,4.88,4.9,4.92,4.85,4.96,4.79,1,1,0,0,3.21
745,9332736,20230329041210,37454102,33,1,1,19.36565,-99.15395,2,2.0,1.0,1.0,500.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,0,0,0,210,18,0,0,4.78,4.78,4.94,4.83,4.67,4.89,4.78,1,0,1,0,0.28
748,8842039,20230329041210,46305226,100,1,2,19.42523,-99.1593,5,2.0,2.0,4.0,1271.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,24,35,281,69,8,2,4.84,4.96,4.94,4.96,4.96,4.9,4.87,1,1,0,0,0.78
751,9350496,20230329041210,16346761,99,14,14,19.41406,-99.17406,4,2.0,2.0,2.0,1528.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,8,21,38,298,321,46,2,4.85,4.9,4.84,4.91,4.91,4.99,4.85,11,8,3,0,3.57
752,9365254,20230329041210,46570815,100,9,28,19.42677,-99.16164,8,2.0,3.0,4.0,1008.0,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,5,16,36,116,301,69,3,4.7,4.81,4.72,4.82,4.81,4.94,4.77,9,9,0,0,3.37
764,8877570,20230329041210,35436165,0,2,3,19.26982,-99.16967,2,2.0,3.0,3.0,599.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,2,0,0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,1,0,1,0,0.04
766,8881798,20230329041210,46476253,50,1,1,19.42562,-99.15881,2,2.0,2.0,2.0,1180.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,1,1,31,0,0,4.83,4.83,4.9,5.0,4.87,4.77,4.83,1,1,0,0,0.4
767,9392293,20230329041210,48717020,63,12,16,19.30893,-99.12551,6,3.0,3.0,6.0,750.0,2,25,2.0,2.0,25.0,25.0,2.0,25.0,25,55,85,85,7,3,0,4.86,4.86,4.57,4.71,5.0,5.0,5.0,12,3,9,0,0.1
769,10035795,20230329041210,30672063,100,12,12,19.42225,-99.15932,2,3.0,1.0,1.0,428.0,2,36,2.0,2.0,1125.0,1125.0,2.0,1125.0,20,47,77,274,127,19,2,4.72,4.78,4.65,4.83,4.87,4.91,4.74,11,1,10,0,1.45
771,8897587,20230329041210,1316230,33,1,1,19.42225138613108,-99.1638275645508,4,2.0,2.0,2.0,2217.0,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,4,23,53,270,7,0,0,4.71,4.86,4.71,4.86,4.86,4.71,4.86,1,1,0,0,0.08
773,9411939,20230329041210,14852392,100,3,3,19.43073,-99.15615,4,2.0,2.0,2.0,1738.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,46,76,351,106,8,3,4.77,4.88,4.69,4.93,4.93,4.88,4.86,3,3,0,0,1.2
775,8908774,20230329041210,35406862,66,59,70,19.42374,-99.16946,16,10.0,10.0,16.0,8688.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,4,0,0,4.0,4.25,4.75,4.0,4.0,4.5,4.0,19,2,11,2,0.04
